Ref ID,Genus,Species,Sex,Sex Confidence ,Age (years),Age Confidence ,Social with other parrots? ,Social with conspecifics?,"""mimicry"" sounds count","""phrase"" count","""word"" count",Improvisation/ word reorganization,Contextual use of mimicry,,,,,,,,,,,,,,,,,,,,
296,Psittacus,erithacus,Female,Medium,30,Medium,No,,15,50,75,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
312,Psittacus,erithacus,Male,High,7,High,No,,25,150,250,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
316,Psittacus,erithacus,Male,Low,8,Medium,Yes,No,50,12,21,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
329,Psittacus,erithacus,Female,High,20,High,Yes,No,5,100,100,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
338,Psittacus,erithacus,Female,High,23,High,No,,25,25,100,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
408,Psittacus,erithacus,Female,High,32,Medium,Yes,Yes,10,10,10,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
411,Psittacus,erithacus,Male,High,3,High,No,,25,25,100,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
445,Psittacus,erithacus,Male,High,7,Medium,No,No,35,3,26,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
449,Psittacus,erithacus,Male,Medium,27,Low,Yes,No,30,25,50,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
458,Psittacus,erithacus,Male,High,7,High,No,No,25,7,6,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
460,Psittacus,erithacus,Male,Medium,18,Medium,Yes,Yes,20,25,5,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
469,Psittacus,erithacus,Male,Low,18,Medium,Yes,No,50,20,100,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
474,Psittacus,erithacus,Male,High,18,Medium,Yes,Yes,8,22,140,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
479,Psittacus,erithacus,Male,Medium,29,High,No,No,40,25,50,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
481,Psittacus,erithacus,Male,Low,17,Medium,Yes,Yes,7,55,65,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
482,Psittacus,erithacus,Male,Medium,29,High,No,No,40,25,50,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
492,Psittacus,erithacus,Female,High,5,High,Yes,Yes,30,5,15,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
495,Psittacus,erithacus,Unknown,,,Medium,Yes,No,10,13,35,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
528,Psittacus,erithacus,Female,Medium,14,High,No,,2,16,55,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
530,Psittacus,erithacus,Male,High,16,Low,Yes,Yes,15,50,100,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
534,Psittacus,erithacus,Male,High,17,High,Yes,No,17,35,45,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
554,Psittacus,erithacus,Male,High,14,High,No,No,20,50,200,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
588,Psittacus,erithacus,Male,High,3,High,Yes,No,15,7,8,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
615,Psittacus,erithacus,Female,High,24,Low,Yes,Yes,20,30,65,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
676,Psittacus,erithacus,Female,High,28,Medium,Yes,No,25,30,60,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
691,Psittacus,erithacus,Male,High,10,High,Yes,No,8,10,30,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
773,Psittacus,erithacus,Female,Low,7,Medium,Yes,Yes,32,8,22,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
774,Psittacus,erithacus,Male,Medium,26,High,Yes,No,10,6,25,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
775,Psittacus,erithacus,Female,High,14,High,No,No,10,20,100,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
777,Psittacus,erithacus,Unknown,Low,10,High,No,No,10,10,4,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
797,Psittacus,erithacus,Female,High,27,Medium,Yes,No,9,0,4,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
803,Psittacus,erithacus,Male,High,15,Low,Yes,No,100,30,50,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
843,Psittacus,erithacus,Female,Medium,11,Medium,Yes,No,13,33,60,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
863,Psittacus,erithacus,Male,Medium,23,Medium,Yes,Yes,14,50,85,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
866,Psittacus,erithacus,Unknown,,30,High,No,No,10,150,150,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
874,Psittacus,erithacus,Male,Medium,21,Medium,Yes,Yes,15,7,50,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
882,Psittacus,erithacus,Female,High,14,Medium,Yes,No,6,10,40,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
314,Psittacus,erithacus,Male,High,2,High,Yes,No,5,7,22,Never,Frequently,,,,,,,,,,,,,,,,,,,,
323,Psittacus,erithacus,Unknown,,28,High,No,,11,5,5,Never,Frequently,,,,,,,,,,,,,,,,,,,,
327,Psittacus,erithacus,Unknown,Low,16,Medium,No,,12,5,7,Never,Frequently,,,,,,,,,,,,,,,,,,,,
475,Psittacus,erithacus,Male,High,20,High,Yes,Yes,17,22,120,Never,Frequently,,,,,,,,,,,,,,,,,,,,
497,Psittacus,erithacus,Male,High,3,High,Yes,No,20,5,14,Never,Frequently,,,,,,,,,,,,,,,,,,,,
565,Psittacus,erithacus,Unknown,,36,Medium,No,,7,4,8,Never,Frequently,,,,,,,,,,,,,,,,,,,,
602,Psittacus,erithacus,Male,High,10,High,Yes,No,8,1,1,Never,Frequently,,,,,,,,,,,,,,,,,,,,
638,Psittacus,erithacus,Female,High,1,High,No,,5,9,12,Never,Frequently,,,,,,,,,,,,,,,,,,,,
664,Psittacus,erithacus,Unknown,,7,High,Yes,No,5,13,25,Never,Frequently,,,,,,,,,,,,,,,,,,,,
850,Psittacus,erithacus,Male,High,25,Medium,No,,10,7,27,Never,Frequently,,,,,,,,,,,,,,,,,,,,
211,Psittacus,erithacus,Male,Low,1,High,Yes,Yes,5,6,15,Sometimes,Never,,,,,,,,,,,,,,,,,,,,
768,Psittacus,erithacus,Unknown,Low,1.4,High,No,No,5,3,5,Sometimes,Never,,,,,,,,,,,,,,,,,,,,
611,Psittacus,erithacus,Female,High,22,Medium,No,No,5,0,0,Never,Never,,,,,,,,,,,,,,,,,,,,
702,Psittacus,erithacus,Female,Low,15,Medium,No,No,3,0,0,Never,Never,,,,,,,,,,,,,,,,,,,,
55,Psittacus,erithacus,Male,Low,,,Yes,No,2,4,6,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
97,Psittacus,erithacus,Unknown,,,Medium,Yes,Yes,20,6,10,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
135,Psittacus,erithacus,Male,High,5,High,Yes,No,12,8,30,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
220,Psittacus,erithacus,Female,High,14,Low,No,No,8,10,25,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
301,Psittacus,erithacus,Female,High,17,Medium,No,,23,18,45,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
348,Psittacus,erithacus,Male,Medium,35,Low,No,No,30,30,10,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
367,Psittacus,erithacus,Unknown,,15,Medium,Yes,No,15,4,12,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
452,Psittacus,erithacus,Female,Medium,20,Medium,No,No,17,3,9,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
547,Psittacus,erithacus,Male,Low,26,Medium,No,No,12,5,17,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
579,Psittacus,erithacus,Female,Low,1,High,No,No,20,3,7,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
584,Psittacus,erithacus,Female,Medium,10,Medium,Yes,No,4,10,25,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
663,Psittacus,erithacus,Female,High,1,High,No,No,1,5,10,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
681,Psittacus,erithacus,Female,Medium,5,Low,Yes,No,0,4,10,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
733,Psittacus,erithacus,Unknown,,5,Medium,No,No,0,6,3,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
742,Psittacus,erithacus,Male,High,11,High,No,No,4,1,4,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
756,Psittacus,erithacus,Male,High,2.8,High,Yes,Yes,25,15,40,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
765,Psittacus,erithacus,Male,Low,2,High,No,,5,6,12,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
781,Psittacus,erithacus,Male,High,37,Medium,Yes,Yes,10,4,25,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
796,Psittacus,erithacus,Female,High,25,Medium,Yes,Yes,5,7,20,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
799,Psittacus,erithacus,Female,High,40,Medium,No,Yes,30,45,4,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
802,Psittacus,erithacus,Male,High,26,Medium,No,,3,4,12,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
819,Psittacus,erithacus,Male,Low,31,High,No,No,25,3,20,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
168,Psittacus,erithacus,Female,High,32,High,Yes,Yes,8,12,19,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
508,Psittacus,erithacus,Female,High,6,High,Yes,No,15,1,6,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
639,Psittacus,erithacus,Unknown,,1.7,High,Yes,No,15,7,8,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
685,Psittacus,erithacus,Female,High,,Medium,Yes,No,200,50,300,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
723,Psittacus,erithacus,Male,Low,8,Medium,No,No,15,10,8,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
859,Psittacus,erithacus,Male,High,13.5,High,No,,50,100,300,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
117,Psittacus,erithacus,Male,Low,19,Medium,Yes,Yes,4,1,3,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
328,Psittacus,erithacus,Unknown,Low,,,No,,22,17,15,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
412,Psittacus,erithacus,Male,Medium,26,Medium,Yes,No,200,4,10,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
472,Psittacus,erithacus,Male,Low,41,Low,No,,10,4,9,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
540,Psittacus,erithacus,Female,Low,3,High,No,No,42,9,27,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
558,Psittacus,erithacus,Unknown,,25,High,Yes,No,2,1,1,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
587,Psittacus,erithacus,Male,High,6,High,No,,40,4,10,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
592,Psittacus,erithacus,Male,High,1,High,Yes,Yes,10,0,5,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
600,Psittacus,erithacus,Unknown,,25,High,Yes,No,2,1,1,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
707,Psittacus,erithacus,Female,High,45,Medium,Yes,Yes,10,12,15,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
761,Psittacus,erithacus,Male,Medium,3,High,Yes,Yes,1,3,12,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
821,Psittacus,erithacus,Male,High,18,High,Yes,Yes,3,1,4,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
860,Psittacus,erithacus,Male,Medium,31,Medium,No,No,12,6,8,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
877,Psittacus,erithacus,Male,High,8,High,Yes,No,5,3,5,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
200,Psittacus,erithacus,Male,Medium,0.5,High,No,,1,0,2,,Sometimes,,,,,,,,,,,,,,,,,,,,
16,Psittacus,erithacus,Male,High,17,,,,36,47,371,Sometimes,,,,,,,,,,,,,,,,,,,,,
17,Psittacus,erithacus,Female,Medium,23,Medium,Yes,No,40,20,80,Sometimes,,,,,,,,,,,,,,,,,,,,,
184,Psittacus,erithacus,Male,Medium,47,Medium,No,,4,0,0,,,,,,,,,,,,,,,,,,,,,,
235,Psittacus,erithacus,Male,Low,33,High,No,,3,19,49,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
789,Psittacus,erithacus,Female,High,29,High,No,,60,20,100,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
862,Psittacus,erithacus,Male,High,18,Medium,Yes,No,75,65,120,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
896,Psittacus,erithacus,Female,High,21,High,Yes,Yes,9,3,8,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
759,Psittacus,erithacus,Unknown,,24,High,No,,25,75,200,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
855,Psittacus,erithacus,Male,Low,13,High,No,,10,20,30,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
878,Psittacus,erithacus,Male,Low,12,Medium,No,,6,5,16,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
897,Psittacus,erithacus,Female,High,16,Medium,Yes,Yes,15,55,250,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
898,Psittacus,erithacus,Male,High,24,High,Yes,Yes,50,200,350,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
125,Psittacus,erithacus,Female,High,9.5,High,Yes,No,100,0,0,Never,Frequently,,,,,,,,,,,,,,,,,,,,
237,Psittacus,erithacus,Unknown,,29,High,Yes,No,4,5,20,Never,Frequently,,,,,,,,,,,,,,,,,,,,
112,Psittacus,erithacus,Male,High,9,High,Yes,No,12,6,20,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
138,Psittacus,erithacus,Female,High,10,High,No,,11,20,60,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
886,Psittacus,erithacus,Unknown,,42,Medium,Yes,No,7,2,10,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
894,Psittacus,erithacus,Female,High,23,High,No,,4,20,46,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
119,Pyrrhura,frontalis,Male,Low,1.5,High,Yes,No,9,5,10,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
324,Pyrrhura,frontalis,Female,Low,2,High,Yes,Yes,4,2,7,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
766,Pyrrhura,frontalis,Male,Low,4.5,Medium,Yes,Yes,3,3,8,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
129,Pyrrhura,molinae,Male,High,2,High,Yes,Yes,1,4,6,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
189,Pyrrhura,molinae,Male,High,,,No,,5,14,14,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
204,Pyrrhura,molinae,Female,High,1,High,Yes,No,2,1,2,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
266,Pyrrhura,molinae,Male,High,0,High,No,,2,4,7,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
350,Pyrrhura,molinae,Female,High,8,High,No,,2,5,11,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
375,Pyrrhura,molinae,Unknown,,,,No,,4,1,4,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
455,Pyrrhura,molinae,Male,High,6,High,No,No,3,7,16,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
487,Pyrrhura,molinae,Male,High,7,High,No,,3,12,27,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
583,Pyrrhura,molinae,Male,High,1,High,No,,3,4,19,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
697,Pyrrhura,molinae,Unknown,Low,5,Low,Yes,No,7,7,18,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
784,Pyrrhura,molinae,Male,High,4,Medium,No,,0,3,5,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
848,Pyrrhura,molinae,Male,Low,11,High,Yes,Yes,5,2,8,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
50,Pyrrhura,molinae,Male,High,12,Low,Yes,No,4,17,51,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
287,Pyrrhura,molinae,Male,High,12,High,Yes,No,6,13,20,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
413,Pyrrhura,molinae,Male,High,,High,Yes,No,12,3,10,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
422,Pyrrhura,molinae,Male,High,8,High,Yes,Yes,4,6,15,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
425,Pyrrhura,molinae,Female,High,4,High,Yes,No,4,6,21,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
687,Pyrrhura,molinae,Female,High,5,High,Yes,No,9,12,50,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
19,Pyrrhura,molinae,Female,High,6.5,Low,Yes,No,2,6,11,Never,Frequently,,,,,,,,,,,,,,,,,,,,
20,Pyrrhura,molinae,Male,Medium,13,Low,Yes,Yes,2,0,1,Never,Frequently,,,,,,,,,,,,,,,,,,,,
24,Pyrrhura,molinae,Female,Low,12,Low,Yes,Yes,0,2,3,Never,Frequently,,,,,,,,,,,,,,,,,,,,
90,Pyrrhura,molinae,Male,High,3,High,No,,2,0,4,Never,Frequently,,,,,,,,,,,,,,,,,,,,
185,Pyrrhura,molinae,Male,High,7,High,No,,6,1,0,Never,Frequently,,,,,,,,,,,,,,,,,,,,
221,Pyrrhura,molinae,Male,Low,1,Low,Yes,Yes,4,1,2,Never,Frequently,,,,,,,,,,,,,,,,,,,,
289,Pyrrhura,molinae,Male,High,4,High,Yes,No,3,3,9,Never,Frequently,,,,,,,,,,,,,,,,,,,,
345,Pyrrhura,molinae,Male,High,10,High,No,,17,0,0,Never,Frequently,,,,,,,,,,,,,,,,,,,,
402,Pyrrhura,molinae,Female,High,0.8,High,No,,1,0,2,Never,Frequently,,,,,,,,,,,,,,,,,,,,
527,Pyrrhura,molinae,Male,High,9,High,No,No,3,9,16,Never,Frequently,,,,,,,,,,,,,,,,,,,,
543,Pyrrhura,molinae,Female,Low,,Medium,No,No,3,3,3,Never,Frequently,,,,,,,,,,,,,,,,,,,,
630,Pyrrhura,molinae,Male,High,2,High,No,,4,17,36,Never,Frequently,,,,,,,,,,,,,,,,,,,,
671,Pyrrhura,molinae,Male,High,10,High,No,,11,15,26,Never,Frequently,,,,,,,,,,,,,,,,,,,,
718,Pyrrhura,molinae,Male,High,2.5,High,No,No,2,0,4,Never,Frequently,,,,,,,,,,,,,,,,,,,,
829,Pyrrhura,molinae,Female,High,3,High,Yes,Yes,0,0,0,Never,Frequently,,,,,,,,,,,,,,,,,,,,
36,Pyrrhura,molinae,Female,High,5,Low,No,No,2,3,10,Sometimes,Never,,,,,,,,,,,,,,,,,,,,
71,Pyrrhura,molinae,Male,High,4,,No,No,1,7,16,Sometimes,Never,,,,,,,,,,,,,,,,,,,,
506,Pyrrhura,molinae,Male,High,5,Medium,Yes,Yes,3,4,8,Sometimes,Never,,,,,,,,,,,,,,,,,,,,
589,Pyrrhura,molinae,Male,High,15,High,Yes,No,4,10,22,Sometimes,Never,,,,,,,,,,,,,,,,,,,,
201,Pyrrhura,molinae,Unknown,Low,5.5,High,No,,1,1,2,Frequently,Never,,,,,,,,,,,,,,,,,,,,
245,Pyrrhura,molinae,Female,High,1.5,High,No,,2,4,7,Never,Never,,,,,,,,,,,,,,,,,,,,
265,Pyrrhura,molinae,Female,Low,2.5,High,Yes,Yes,3,1,3,Never,Never,,,,,,,,,,,,,,,,,,,,
336,Pyrrhura,molinae,Unknown,,1,High,No,,2,1,2,Never,Never,,,,,,,,,,,,,,,,,,,,
386,Pyrrhura,molinae,Female,Low,8,High,Yes,Yes,1,1,2,Never,Never,,,,,,,,,,,,,,,,,,,,
504,Pyrrhura,molinae,Male,High,1,High,Yes,Yes,2,0,0,Never,Never,,,,,,,,,,,,,,,,,,,,
545,Pyrrhura,molinae,Female,High,7,High,No,No,5,3,2,Never,Never,,,,,,,,,,,,,,,,,,,,
623,Pyrrhura,molinae,Female,High,1,Medium,Yes,Yes,20,1,2,Never,Never,,,,,,,,,,,,,,,,,,,,
667,Pyrrhura,molinae,Male,Medium,25,Medium,Yes,Yes,1,0,1,Never,Never,,,,,,,,,,,,,,,,,,,,
673,Pyrrhura,molinae,Male,High,15,Medium,Yes,No,0,4,5,Never,Never,,,,,,,,,,,,,,,,,,,,
737,Pyrrhura,molinae,Male,High,31,High,No,,3,2,4,Never,Never,,,,,,,,,,,,,,,,,,,,
331,Pyrrhura,molinae,Unknown,,3,Medium,Yes,Yes,3,0,0,,Never,,,,,,,,,,,,,,,,,,,,
194,Pyrrhura,molinae,Female,Low,5,Low,Yes,No,10,10,5,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
206,Pyrrhura,molinae,Male,High,1,High,Yes,No,2,4,6,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
238,Pyrrhura,molinae,Male,Low,2,High,Yes,No,1,5,7,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
239,Pyrrhura,molinae,Unknown,,7,High,Yes,Yes,3,4,10,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
272,Pyrrhura,molinae,Male,Medium,8,High,Yes,No,5,4,5,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
277,Pyrrhura,molinae,Male,High,1,High,Yes,No,1,3,9,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
311,Pyrrhura,molinae,Unknown,,6,High,Yes,No,1,4,7,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
313,Pyrrhura,molinae,Male,High,1.5,High,Yes,No,2,4,12,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
440,Pyrrhura,molinae,Male,Low,0,Medium,No,No,1,2,3,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
450,Pyrrhura,molinae,Female,High,6,High,Yes,Yes,3,4,7,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
511,Pyrrhura,molinae,Male,High,6,High,Yes,No,5,3,9,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
581,Pyrrhura,molinae,Male,High,1,High,Yes,Yes,1,7,7,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
591,Pyrrhura,molinae,Unknown,,9,High,No,No,5,6,8,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
624,Pyrrhura,molinae,Male,High,2,Medium,Yes,Yes,6,6,3,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
632,Pyrrhura,molinae,Male,High,1,High,No,,1,9,17,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
807,Pyrrhura,molinae,Male,High,4,High,Yes,Yes,4,5,3,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
254,Pyrrhura,molinae,Unknown,,1.9,High,No,,3,1,8,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
634,Pyrrhura,molinae,Unknown,Low,1,Medium,Yes,,4,9,23,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
720,Pyrrhura,molinae,Female,High,20,High,Yes,Yes,6,8,40,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
73,Pyrrhura,molinae,Unknown,,5,,No,No,1,5,9,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
152,Pyrrhura,molinae,Female,High,5,High,Yes,Yes,1,0,7,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
263,Pyrrhura,molinae,Female,High,1,High,Yes,Yes,5,2,4,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
304,Pyrrhura,molinae,Female,High,1,High,No,,0,2,3,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
325,Pyrrhura,molinae,Male,High,2,High,Yes,No,1,0,5,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
343,Pyrrhura,molinae,Unknown,,1,High,Yes,No,1,5,10,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
366,Pyrrhura,molinae,Male,Low,,,Yes,No,4,1,2,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
391,Pyrrhura,molinae,Unknown,,2,High,No,,2,0,3,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
423,Pyrrhura,molinae,Female,Medium,4,Medium,No,No,0,2,4,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
456,Pyrrhura,molinae,Male,Medium,21,Medium,No,No,3,0,1,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
465,Pyrrhura,molinae,Unknown,N/A,1.66,High,Yes,No,1,0,6,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
501,Pyrrhura,molinae,Male,High,2.5,Medium,Yes,Yes,1,2,4,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
523,Pyrrhura,molinae,Male,Medium,2.5,High,No,,1,7,17,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
535,Pyrrhura,molinae,Female,High,18,High,Yes,No,0,3,5,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
598,Pyrrhura,molinae,Unknown,,12,High,Yes,Yes,2,3,3,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
625,Pyrrhura,molinae,Unknown,Low,19,Medium,No,,2,5,11,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
656,Pyrrhura,molinae,Male,High,1,High,No,,4,1,4,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
666,Pyrrhura,molinae,Female,Medium,27,Medium,Yes,Yes,3,1,3,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
683,Pyrrhura,molinae,Female,High,1,High,Yes,Yes,8,5,8,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
801,Pyrrhura,molinae,Male,Low,,,Yes,No,3,3,4,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
10,Pyrrhura,molinae,Unknown,,14,Low,Yes,No,4,0,0,,,,,,,,,,,,,,,,,,,,,,
626,Pyrrhura,perlata,Male,High,3,High,No,,3,2,7,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
823,Pyrrhura,perlata,Male,High,2.5,High,No,,3,2,3,Never,Frequently,,,,,,,,,,,,,,,,,,,,
635,Pyrrhura,perlata,Unknown,Low,3,Medium,Yes,,3,3,11,Frequently,Never,,,,,,,,,,,,,,,,,,,,
503,Pyrrhura,perlata,Female,High,6,Medium,Yes,Yes,2,2,3,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
48,Pyrrhura,rhodocephala,Male,High,1.5,Low,Yes,No,2,1,3,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
785,Pyrrhura,rhodocephala,Male,High,19,High,Yes,No,0,7,20,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
294,Pyrrhura,rhodocephala,Male,High,2,High,No,,0,3,5,Never,Frequently,,,,,,,,,,,,,,,,,,,,
242,Pyrrhura,rhodocephala,Male,High,3,High,No,,8,5,14,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
695,Pyrrhura,rhodocephala,Male,High,1,High,No,No,2,2,2,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
